msoa11,vacancy_rate
E02000001,78.31647669502863
E02000002,88.88888888888889
E02000003,90.59929494712104
E02000004,100.0
E02000005,94.98861047835992
E02000007,96.83794466403161
E02000008,97.80701754385966
E02000009,97.33840304182509
E02000010,86.66666666666667
E02000011,93.27956989247312
E02000012,96.13733905579399
E02000013,93.68932038834951
E02000014,97.19188767550702
E02000015,85.33653846153845
E02000016,94.75743348982786
E02000017,92.25512528473804
E02000018,96.26865671641791
E02000019,61.19402985074627
E02000020,97.03703703703704
E02000021,96.72619047619048
E02000022,48.091603053435115
E02000023,91.42857142857143
E02000024,63.45945945945945
E02000025,60.962566844919785
E02000026,51.21951219512195
E02000027,43.42105263157895
E02000028,64.63414634146342
E02000029,64.3581081081081
E02000030,70.45454545454545
E02000031,59.21658986175116
E02000032,63.77952755905512
E02000033,61.97183098591549
E02000034,66.66666666666666
E02000035,54.424778761061944
E02000036,64.64088397790056
E02000037,65.09433962264151
E02000038,67.33167082294264
E02000039,65.39923954372624
E02000040,60.0
E02000041,66.21951219512195
E02000042,64.75826972010178
E02000043,67.6923076923077
E02000044,64.7887323943662
E02000045,57.798165137614674
E02000046,65.5448717948718
E02000047,67.26907630522089
E02000048,60.35502958579882
E02000049,65.78947368421053
E02000050,69.08212560386472
E02000051,63.013698630136986
E02000052,64.25233644859813
E02000053,65.92797783933518
E02000054,52.77777777777778
E02000055,62.81690140845071
E02000056,67.69759450171821
E02000057,68.65671641791045
E02000058,65.14084507042254
E02000059,54.606741573033716
E02000060,59.0
E02000061,64.97695852534562
E02000062,59.3198992443325
E02000063,69.64285714285714
E02000064,60.60606060606061
E02000065,88.88888888888889
E02000066,73.52941176470588
E02000067,94.80337078651685
E02000068,88.39427662957074
E02000069,98.46153846153847
E02000070,94.28571428571428
E02000071,99.22630560928434
E02000072,79.35483870967742
E02000073,96.04938271604938
E02000074,86.20689655172413
E02000075,99.10313901345292
E02000077,91.74603174603175
E02000078,96.7065868263473
E02000079,89.9057127010538
E02000080,93.26217478318878
E02000081,93.95348837209302
E02000082,95.17241379310344
E02000083,92.64367816091954
E02000084,97.27272727272728
E02000085,96.71592775041051
E02000086,94.56869009584665
E02000087,96.14643545279384
E02000088,96.07843137254902
E02000089,97.93103448275862
E02000090,91.0493827160494
E02000091,96.1038961038961
E02000092,94.92957746478872
E02000093,88.66995073891626
E02000094,96.3076923076923
E02000095,93.43863912515188
E02000096,94.73684210526315
E02000097,95.07692307692308
E02000098,97.94238683127571
E02000099,93.68029739776952
E02000100,92.26804123711341
E02000101,92.26804123711341
E02000102,86.11111111111111
E02000103,81.47612156295224
E02000104,93.0415263748597
E02000105,94.05405405405406
E02000106,92.0479302832244
E02000107,93.562874251497
E02000108,100.0
E02000109,87.79443254817987
E02000110,94.21052631578948
E02000111,90.77253218884121
E02000112,88.65914786967419
E02000113,91.15646258503402
E02000114,92.98597194388778
E02000115,87.17948717948718
E02000116,92.00438116100767
E02000117,86.9205298013245
E02000118,94.48621553884712
E02000119,93.4065934065934
E02000120,92.06477732793522
E02000121,92.70998415213946
E02000122,91.0
E02000123,90.2534965034965
E02000124,92.11438474870018
E02000125,88.9423076923077
E02000126,66.66666666666666
E02000127,70.58823529411765
E02000128,74.57627118644068
E02000130,73.73493975903614
E02000131,72.79236276849642
E02000132,76.38297872340426
E02000133,78.41409691629956
E02000134,69.35409986257443
E02000135,73.65661861074705
E02000136,75.77319587628865
E02000137,46.666666666666664
E02000138,76.44628099173553
E02000139,70.36290322580645
E02000140,75.53956834532374
E02000141,79.15057915057915
E02000142,68.13186813186813
E02000144,73.6517719568567
E02000145,73.5981308411215
E02000146,77.59856630824373
E02000147,78.88888888888889
E02000148,76.47058823529412
E02000149,76.42585551330798
E02000150,76.44787644787645
E02000151,66.66666666666666
E02000152,80.3921568627451
E02000153,80.7017543859649
E02000154,71.30541871921181
E02000155,66.90140845070422
E02000156,78.8655077767612
E02000157,78.94736842105263
E02000158,78.35820895522389
E02000159,76.28361858190709
E02000160,74.32432432432432
E02000161,79.81651376146789
E02000162,75.40983606557377
E02000163,76.07655502392345
E02000165,76.66666666666667
E02000166,84.61538461538461
E02000167,87.8048780487805
E02000168,68.57142857142857
E02000171,90.0
E02000172,55.00000000000001
E02000173,50.0
E02000174,100.0
E02000175,100.0
E02000176,80.0
E02000177,65.625
E02000178,45.45454545454545
E02000180,92.0
E02000182,95.0
E02000183,57.14285714285714
E02000184,68.75
E02000185,71.42857142857143
E02000186,68.75
E02000187,82.6086956521739
E02000188,57.49999999999999
E02000189,90.0
E02000190,100.0
E02000191,83.58778625954199
E02000192,92.5
E02000193,80.95238095238095
E02000194,89.76470588235294
E02000195,95.3405017921147
E02000196,94.75
E02000197,94.74358974358974
E02000198,92.7710843373494
E02000199,96.98492462311557
E02000200,93.10344827586206
E02000201,92.22972972972973
E02000202,95.55555555555556
E02000203,92.21311475409836
E02000204,93.6726272352132
E02000206,94.65116279069767
E02000207,87.1859296482412
E02000208,94.19354838709677
E02000209,88.55421686746988
E02000210,88.06584362139918
E02000211,92.64705882352942
E02000212,92.21938775510205
E02000213,82.07498715973293
E02000214,96.98189134808854
E02000215,94.42622950819673
E02000216,83.33333333333334
E02000217,87.98611111111111
E02000218,94.25837320574163
E02000219,94.35215946843853
E02000220,77.58132956152758
E02000221,89.81481481481481
E02000222,86.21495327102804
E02000223,92.0
E02000224,90.02808988764045
E02000225,98.0
E02000226,93.33333333333333
E02000227,99.28571428571429
E02000228,98.00995024875621
E02000229,94.98525073746312
E02000230,89.03775883069429
E02000231,96.3302752293578
E02000232,95.85492227979275
E02000233,94.53551912568307
E02000234,94.30232558139535
E02000235,92.94117647058823
E02000236,94.07407407407408
E02000237,96.31901840490798
E02000238,96.73913043478261
E02000239,92.66409266409266
E02000240,100.0
E02000241,99.3421052631579
E02000242,95.16129032258065
E02000243,94.31438127090301
E02000244,93.33333333333333
E02000245,100.0
E02000246,92.98245614035088
E02000247,86.90476190476191
E02000248,94.03973509933775
E02000249,94.0677966101695
E02000250,95.260663507109
E02000251,94.1747572815534
E02000252,85.17915309446255
E02000253,82.45614035087719
E02000254,96.96969696969697
E02000255,70.9090909090909
E02000256,93.33333333333333
E02000257,85.28652555498194
E02000258,97.14285714285714
E02000259,88.51674641148325
E02000260,77.37676056338029
E02000261,89.89547038327527
E02000262,83.75826251180358
E02000263,92.6829268292683
E02000264,96.46302250803859
E02000265,84.47537473233405
E02000266,88.0
E02000267,91.76882661996497
E02000268,94.51697127937337
E02000269,90.81967213114754
E02000270,77.7327935222672
E02000271,77.32793522267207
E02000272,97.24770642201835
E02000274,92.90989660265879
E02000275,89.47368421052632
E02000276,95.39951573849879
E02000313,100.0
E02000314,80.4
E02000315,92.47787610619469
E02000316,86.80149015433742
E02000317,84.13793103448276
E02000318,93.58533791523482
E02000319,95.63758389261746
E02000320,91.1504424778761
E02000321,96.25
E02000323,93.55932203389831
E02000324,82.15613382899627
E02000326,91.47727272727273
E02000327,85.18518518518519
E02000328,92.3529411764706
E02000329,87.8048780487805
E02000331,64.36363636363637
E02000332,100.0
E02000333,91.83673469387756
E02000334,87.5
E02000335,94.48275862068965
E02000337,91.93548387096774
E02000339,95.36723163841808
E02000340,91.69295478443743
E02000341,86.11111111111111
E02000342,98.56115107913669
E02000343,91.30434782608695
E02000344,93.45794392523365
E02000372,85.22267206477733
E02000373,100.0
E02000374,97.76119402985076
E02000375,83.63001745200698
E02000376,94.39956919763058
E02000377,88.67132867132868
E02000378,87.54385964912281
E02000379,100.0
E02000380,85.24590163934425
E02000381,85.28428093645485
E02000382,88.43537414965986
E02000383,90.1689708141321
E02000384,82.98676748582231
E02000385,90.03322259136213
E02000386,87.01298701298701
E02000387,92.74611398963731
E02000388,85.4344122657581
E02000389,90.31078610603291
E02000390,87.7521613832853
E02000391,92.85714285714286
E02000392,94.19263456090651
E02000393,89.04899135446685
E02000394,83.89261744966443
E02000395,89.21933085501858
E02000396,85.46845124282983
E02000397,95.68221070811744
E02000398,93.18181818181817
E02000400,99.5575221238938
E02000401,97.44680851063829
E02000402,100.0
E02000403,95.58011049723757
E02000404,96.06299212598425
E02000405,93.18181818181817
E02000406,97.57085020242914
E02000407,96.56050955414013
E02000408,92.79112754158965
E02000409,87.33333333333333
E02000410,96.83377308707124
E02000411,77.97619047619048
E02000412,93.46756152125279
E02000413,98.33333333333333
E02000414,97.89915966386555
E02000415,92.64705882352942
E02000416,93.53535353535354
E02000417,96.04790419161677
E02000418,93.64161849710982
E02000419,95.75645756457564
E02000420,87.4466268146883
E02000421,95.71428571428572
E02000422,97.52066115702479
E02000423,92.3076923076923
E02000424,96.85534591194968
E02000425,94.96124031007753
E02000426,95.44072948328267
E02000427,95.16483516483515
E02000428,96.7930029154519
E02000429,90.0
E02000430,92.99270072992701
E02000431,96.73105497771174
E02000432,98.0327868852459
E02000433,93.61702127659575
E02000434,98.77551020408163
E02000435,96.66666666666667
E02000436,100.0
E02000437,100.0
E02000438,97.16599190283401
E02000439,95.8498023715415
E02000440,95.8904109589041
E02000441,93.10344827586206
E02000442,100.0
E02000443,97.20496894409938
E02000444,98.8558352402746
E02000445,97.1731448763251
E02000447,93.08510638297872
E02000448,97.10843373493975
E02000449,100.0
E02000451,97.32360097323601
E02000452,96.48506151142355
E02000453,96.51741293532339
E02000454,97.19626168224299
E02000455,95.10204081632652
E02000456,99.23076923076923
E02000457,97.23502304147466
E02000459,96.4509394572025
E02000460,99.47368421052632
E02000461,96.05633802816902
E02000462,98.03149606299213
E02000463,99.53271028037383
E02000464,91.83673469387756
E02000465,87.27272727272727
E02000466,94.28571428571428
E02000467,86.9090909090909
E02000468,97.38562091503267
E02000469,100.0
E02000470,94.83870967741936
E02000471,100.0
E02000472,93.27731092436974
E02000473,100.0
E02000474,94.5578231292517
E02000475,98.66220735785953
E02000476,94.0891045434495
E02000477,97.57575757575758
E02000478,100.0
E02000479,98.71794871794873
E02000480,98.29787234042553
E02000481,89.8989898989899
E02000482,100.0
E02000483,97.59174311926606
E02000484,94.5945945945946
E02000485,100.0
E02000486,97.21254355400697
E02000487,100.0
E02000488,100.0
E02000489,95.53072625698324
E02000490,100.0
E02000491,87.17948717948718
E02000492,94.73684210526315
E02000493,95.4225352112676
E02000494,72.0
E02000495,93.64406779661016
E02000496,92.17877094972067
E02000497,89.60000000000001
E02000498,95.45454545454545
E02000499,93.43434343434343
E02000500,93.12457454050374
E02000501,96.41943734015345
E02000502,93.2
E02000503,98.0
E02000504,95.56213017751479
E02000506,95.25316455696202
E02000507,97.5
E02000508,87.9381443298969
E02000509,90.40492957746478
E02000510,95.8904109589041
E02000511,93.27217125382263
E02000512,91.53605015673982
E02000513,91.69675090252709
E02000514,96.7082860385925
E02000515,87.1261378413524
E02000516,89.8876404494382
E02000517,88.62275449101796
E02000518,92.89340101522842
E02000519,96.71052631578947
E02000520,93.88379204892966
E02000521,87.32394366197182
E02000522,96.31901840490798
E02000523,88.5
E02000524,76.51632970451011
E02000525,90.38461538461539
E02000526,94.6843853820598
E02000528,71.08433734939759
E02000529,95.1923076923077
E02000530,95.0
E02000531,87.79069767441861
E02000532,97.34513274336283
E02000533,85.16949152542372
E02000534,95.06172839506173
E02000535,98.57142857142858
E02000536,95.27027027027027
E02000537,96.66666666666667
E02000538,92.58064516129032
E02000539,90.50445103857567
E02000540,92.38178633975481
E02000541,96.18181818181817
E02000542,90.31007751937985
E02000543,92.86510590858417
E02000544,89.76377952755905
E02000545,88.62973760932945
E02000546,92.3076923076923
E02000547,95.81881533101046
E02000548,93.04812834224599
E02000549,95.54140127388536
E02000550,94.32485322896281
E02000551,97.1731448763251
E02000552,97.11538461538461
E02000553,84.48275862068965
E02000554,96.3963963963964
E02000555,98.69565217391305
E02000556,93.61702127659575
E02000557,98.15157116451016
E02000558,94.56140350877193
E02000559,96.19450317124736
E02000560,97.99196787148594
E02000561,95.23809523809523
E02000562,95.74468085106383
E02000563,96.8944099378882
E02000564,92.53012048192771
E02000565,94.0625
E02000566,96.01328903654485
E02000567,98.20627802690582
E02000568,94.91017964071857
E02000569,94.5945945945946
E02000570,95.8997722095672
E02000571,96.1661341853035
E02000572,94.92753623188406
E02000573,95.35304767652384
E02000574,94.78935698447893
E02000575,95.30483531885073
E02000576,91.55844155844156
E02000577,84.49023861171366
E02000578,78.81040892193309
E02000579,87.70949720670392
E02000580,91.91011235955057
E02000581,90.0
E02000582,87.64236902050115
E02000583,90.51633298208641
E02000584,88.28078524687686
E02000585,93.81443298969072
E02000586,86.72470076169749
E02000587,84.6235418875928
E02000588,82.36
E02000589,93.01242236024845
E02000590,85.76010262989095
E02000591,92.3780487804878
E02000592,91.90243902439025
E02000593,90.29535864978902
E02000594,89.8854961832061
E02000595,87.64227642276423
E02000596,93.0327868852459
E02000597,90.27113237639554
E02000598,100.0
E02000599,97.14285714285714
E02000600,81.33333333333333
E02000601,90.70175438596492
E02000602,89.39929328621908
E02000603,85.40372670807453
E02000604,88.46511627906976
E02000605,89.95983935742971
E02000606,89.7695530726257
E02000607,93.5
E02000608,91.6017316017316
E02000609,92.5
E02000610,91.37529137529138
E02000611,99.17355371900827
E02000612,91.85185185185185
E02000613,92.3076923076923
E02000614,87.63796909492274
E02000615,96.05809128630706
E02000616,100.0
E02000617,94.07407407407408
E02000619,96.15384615384616
E02000620,90.96385542168674
E02000621,95.33678756476684
E02000622,96.09756097560975
E02000623,98.0392156862745
E02000624,91.58878504672897
E02000625,97.83783783783784
E02000626,90.84507042253522
E02000627,96.25
E02000628,93.08108108108108
E02000629,90.3125
E02000630,92.91666666666667
E02000631,80.7017543859649
E02000632,92.5233644859813
E02000633,92.09726443768997
E02000634,98.1651376146789
E02000635,96.13733905579399
E02000636,97.76119402985076
E02000637,98.82352941176471
E02000638,94.4954128440367
E02000639,96.42857142857143
E02000640,100.0
E02000641,100.0
E02000642,97.84946236559139
E02000643,99.46808510638297
E02000644,100.0
E02000645,97.06959706959707
E02000646,94.14519906323186
E02000647,100.0
E02000648,96.55172413793103
E02000649,95.83333333333334
E02000650,97.03703703703704
E02000651,94.44444444444444
E02000652,100.0
E02000653,86.88524590163934
E02000654,90.06024096385542
E02000655,93.31550802139037
E02000657,90.80882352941177
E02000658,95.20958083832335
E02000659,92.36111111111111
E02000660,95.2755905511811
E02000661,96.7741935483871
E02000662,84.03361344537815
E02000663,92.18241042345277
E02000664,91.12365315546434
E02000665,95.25368248772504
E02000666,97.46031746031746
E02000667,95.09803921568627
E02000668,97.79005524861878
E02000669,90.85457271364318
E02000670,95.13677811550151
E02000671,94.01459854014598
E02000672,93.69676320272572
E02000673,90.68100358422939
E02000674,92.89617486338798
E02000675,98.09523809523809
E02000676,89.04761904761904
E02000677,94.93243243243244
E02000678,95.34883720930233
E02000679,92.7007299270073
E02000680,96.51474530831099
E02000681,87.26899383983573
E02000682,94.44444444444444
E02000683,98.46153846153847
E02000685,96.17647058823529
E02000686,100.0
E02000687,93.47517730496455
E02000689,100.0
E02000690,100.0
E02000691,100.0
E02000692,100.0
E02000693,100.0
E02000694,100.0
E02000695,100.0
E02000696,100.0
E02000697,100.0
E02000698,100.0
E02000699,100.0
E02000700,100.0
E02000701,100.0
E02000702,100.0
E02000703,100.0
E02000704,100.0
E02000705,100.0
E02000706,100.0
E02000707,100.0
E02000708,100.0
E02000709,100.0
E02000710,100.0
E02000711,100.0
E02000712,100.0
E02000713,100.0
E02000714,100.0
E02000715,98.57142857142858
E02000716,100.0
E02000717,100.0
E02000718,100.0
E02000719,98.21428571428571
E02000720,98.46153846153847
E02000721,99.58847736625515
E02000722,100.0
E02000723,100.0
E02000724,100.0
E02000725,99.03846153846155
E02000726,94.34389140271493
E02000727,99.71264367816092
E02000728,100.0
E02000729,100.0
E02000730,100.0
E02000731,99.7005988023952
E02000732,100.0
E02000733,100.0
E02000734,97.22222222222221
E02000735,100.0
E02000736,100.0
E02000737,100.0
E02000738,100.0
E02000739,100.0
E02000740,100.0
E02000741,100.0
E02000742,100.0
E02000743,99.5575221238938
E02000744,100.0
E02000745,100.0
E02000746,100.0
E02000747,98.68421052631578
E02000748,100.0
E02000749,97.2972972972973
E02000750,98.82352941176471
E02000751,94.28571428571428
E02000752,98.24561403508771
E02000753,100.0
E02000754,92.98245614035088
E02000755,96.27329192546584
E02000756,98.63387978142076
E02000757,93.77990430622009
E02000758,100.0
E02000759,96.44444444444444
E02000760,93.5064935064935
E02000762,96.63461538461539
E02000763,100.0
E02000764,96.07390300230946
E02000765,94.25981873111783
E02000767,93.96551724137932
E02000768,0.0
E02000769,98.70689655172413
E02000770,99.28057553956835
E02000772,94.64882943143813
E02000773,96.90721649484536
E02000774,99.04153354632588
E02000776,95.54794520547945
E02000777,95.0
E02000779,95.33980582524272
E02000780,94.64398235664775
E02000781,96.27329192546584
E02000782,93.75
E02000783,100.0
E02000784,91.01694915254237
E02000785,93.4108527131783
E02000786,93.10344827586206
E02000787,83.73702422145328
E02000788,90.99526066350711
E02000789,92.21556886227546
E02000790,90.3448275862069
E02000791,90.97077244258872
E02000792,94.32624113475178
E02000793,93.93530997304582
E02000794,68.90756302521008
E02000795,88.27361563517914
E02000796,91.20879120879121
E02000797,87.9215205395463
E02000798,95.7095709570957
E02000799,93.44827586206897
E02000800,84.28571428571429
E02000801,94.27792915531336
E02000802,89.73913043478261
E02000803,75.34246575342466
E02000804,92.33128834355828
E02000805,92.7927927927928
E02000806,90.0
E02000807,100.0
E02000808,96.50946899368734
E02000809,95.55822328931572
E02000810,97.61467889908258
E02000812,93.91666666666667
E02000813,97.57575757575758
E02000814,96.28099173553719
E02000815,88.57142857142857
E02000816,94.89655172413794
E02000817,84.9906191369606
E02000818,93.95667046750285
E02000819,98.80952380952381
E02000820,91.4798206278027
E02000821,98.22134387351778
E02000822,97.21627408993577
E02000823,96.41975308641976
E02000824,94.57943925233646
E02000825,41.935483870967744
E02000826,93.02325581395348
E02000827,96.34854771784232
E02000828,97.23756906077348
E02000829,94.80198019801979
E02000830,95.5177743431221
E02000831,96.7741935483871
E02000832,99.53271028037383
E02000833,98.68421052631578
E02000834,97.59519038076152
E02000835,100.0
E02000836,97.1576227390181
E02000837,98.2363315696649
E02000838,98.9501312335958
E02000839,98.6013986013986
E02000840,94.28571428571428
E02000841,90.32258064516128
E02000842,97.47235387045814
E02000843,91.0377358490566
E02000844,99.56521739130434
E02000845,95.46044098573282
E02000846,94.33962264150944
E02000847,87.01594533029613
E02000848,94.62184873949579
E02000849,95.75163398692811
E02000850,84.89208633093526
E02000851,84.19226957383547
E02000852,90.33232628398792
E02000853,90.76923076923077
E02000854,92.86846275752774
E02000855,93.34140435835351
E02000856,93.45238095238095
E02000857,93.77777777777779
E02000858,94.28571428571428
E02000859,95.4337899543379
E02000860,100.0
E02000861,95.9090909090909
E02000863,88.04347826086956
E02000864,84.95049504950495
E02000865,85.28784648187633
E02000866,87.32612055641422
E02000867,70.9090909090909
E02000868,89.22651933701657
E02000869,92.96375266524521
E02000870,90.14084507042254
E02000871,58.63874345549738
E02000872,89.43488943488943
E02000873,87.5
E02000874,83.60655737704919
E02000875,75.6198347107438
E02000876,84.0
E02000877,86.55660377358491
E02000878,83.18637883855276
E02000879,90.69767441860465
E02000880,83.89662027833002
E02000881,80.46875
E02000882,73.0909090909091
E02000883,81.23752495009981
E02000884,83.52826510721248
E02000885,76.93798449612403
E02000886,89.0625
E02000887,89.80891719745223
E02000888,75.49019607843137
E02000889,71.5909090909091
E02000890,75.75757575757575
E02000891,77.77777777777779
E02000893,85.57692307692307
E02000894,97.33333333333334
E02000895,93.43065693430657
E02000896,91.65120593692022
E02000897,97.6470588235294
E02000898,94.44444444444444
E02000899,88.1491344873502
E02000900,96.05263157894737
E02000901,94.36619718309859
E02000902,89.6103896103896
E02000903,96.07843137254902
E02000904,85.56701030927834
E02000905,90.6801007556675
E02000906,94.51476793248945
E02000907,79.11832946635731
E02000908,96.01990049751244
E02000909,88.16793893129771
E02000910,92.80442804428044
E02000911,90.16489988221437
E02000912,91.22807017543859
E02000913,92.0
E02000914,87.86516853932585
E02000915,76.66666666666667
E02000916,89.76833976833977
E02000917,79.81927710843374
E02000918,88.71428571428571
E02000919,91.36490250696379
E02000920,98.95833333333334
E02000921,92.76729559748428
E02000922,93.11475409836065
E02000923,87.11943793911007
E02000924,88.20422535211267
E02000925,93.38235294117648
E02000926,90.20689655172414
E02000927,91.64179104477613
E02000928,92.52782193958664
E02000929,88.73239436619718
E02000930,93.90488948425988
E02000931,94.5945945945946
E02000932,87.20879120879121
E02000933,98.83381924198251
E02000934,91.04330708661418
E02000935,80.0
E02000936,94.56521739130434
E02000937,95.41284403669725
E02000938,92.85714285714286
E02000939,94.79166666666666
E02000940,90.83895853423336
E02000941,93.93939393939394
E02000942,86.71454219030521
E02000943,92.65381083562902
E02000944,95.23809523809523
E02000945,91.75257731958763
E02000946,94.24920127795528
E02000947,97.0909090909091
E02000948,90.43478260869566
E02000949,92.57884972170687
E02000950,88.57142857142857
E02000951,95.1923076923077
E02000952,88.0701754385965
E02000953,92.64305177111717
E02000954,85.56701030927834
E02000955,95.61068702290076
E02000956,93.79084967320262
E02000957,95.80786026200873
E02000958,95.83333333333334
E02000959,94.49152542372882
E02006782,65.66265060240963
E02006783,99.2
E02006784,97.96672828096118
E02006785,87.27272727272727
E02006786,95.74468085106383
E02006787,74.47108603667137
E02006788,98.82352941176471
E02006789,71.11111111111111
E02006791,92.6829268292683
E02006792,84.50854700854701
E02006794,96.41255605381166
E02006795,99.76019184652279
E02006796,96.02803738317756
E02006798,93.17269076305222
E02006799,95.5012853470437
E02006800,95.71734475374733
E02006801,91.48029818956337
E02006802,96.73321234119783
E02006836,96.68508287292818
E02006853,92.1311475409836
E02006854,84.48514167242571
E02006882,98.18435754189943
E02006924,96.98275862068965
E02006925,100.0
E02006927,88.88888888888889
E02006928,87.35849056603774
E02006929,82.85024154589372
E02006930,89.78102189781022
E02006931,91.83673469387756
